file	image	status	ok_tools	missing_tools
docker_probe_reports/88f3447d-be52-4a34-8469-1c94d4f61114/call-WriteUnsupportedReport/shard-0/docker_probe_report.txt	quay.io/biocontainers/ucsc-bedgraphtobigwig:377--h73cb82a_3	skipped	0	0
docker_probe_reports/88f3447d-be52-4a34-8469-1c94d4f61114/call-WriteUnsupportedReport/shard-1/docker_probe_report.txt	quay.io/biocontainers/bcftools:1.17--h3cc50cf_1	skipped	0	0
